门店名称	菜品名称	物料名称	毛料	净料	单价	单位	物料成本
总部	全橙热恋	太古糖粉	20	20	9	克	0.36
总部	全橙热恋	斯唛牌茉莉香片	1	1	43	克	0.09
总部	全橙热恋	香橙果泥	60	60	35	克	2.1
总部	糖油粑/3个	黄瓜	30	30	2.8	克	0.17
总部	糖油粑/3个	红圣女果	20	20	6	克	0.24
总部	糖油粑/3个	金片糖1*14	15	15	5	克	0.15
总部	糖油粑/3个	秋菊粘米粉400g*30	8.89	8.89	3.2	克	0.07
总部	糖油粑/3个	宁波水洗糯米粉850g*20	27	27	8	克	0.25
总部	糖油粑/3个	大豆油	10	10	141	克	0.07
总部	热卤四合一	大蒜子	5	5	3.51	克	0.04
总部	热卤四合一	本地韭菜	70	70	0	克	0
总部	热卤四合一	牛菱	80	80	36	克	5.76
总部	热卤四合一	红辣椒粉	8	8	9.5	克	0.15
总部	热卤四合一	海天红烧酱油500ml*12	10	10	6.82	毫升	0.14
总部	热卤四合一	义丰祥麻油350ml*20	5	5	7.5	克	0.11
总部	热卤四合一	冻牛肚1*45	100	100	20	克	4
总部	热卤四合一	大豆油	40	40	141	克	0.28
总部	葱油圈/3个	香葱	6.5	6.5	2.77	克	0.04
总部	葱油圈/3个	泡打粉	1.3	1.3	20	克	0.65
总部	葱油圈/3个	家乐鸡精900g*10	0.04	0.04	20.51	克	0
总部	葱油圈/3个	太太乐鲜味宝500g	0.07	0.07	13	克	0
总部	葱油圈/3个	食用盐400g*60	0.43	0.43	1.53	克	0
总部	葱油圈/3个	秋菊粘米粉400g*30	52	52	3.2	克	0.42
总部	葱油圈/3个	大豆油	55	55	141	克	0.39
总部	葱油圈/3个	益香米15KG	6.5	6.5	124.5	克	0.05
总部	猪油捞粉	黄瓜	50	50	2.8	克	0.28
总部	猪油捞粉	大蒜子	15	15	3.52	克	0.11
总部	猪油捞粉	香葱	7	7	2.77	克	0.04
总部	猪油捞粉	冻肥膘	30	30	6	克	0.36
总部	猪油捞粉	越南椒粉	4	4	9.5	克	0.08
总部	猪油捞粉	家乐鸡精900g*10	2	2	20.51	克	0.05
总部	猪油捞粉	凉皮	250	250	7	克	3.5
总部	猪油捞粉	龙牌酱油500ML*12	7	7	6	毫升	0.08
总部	猪油捞粉	李锦记锦珍生抽500ml	3.5	3.5	4.51	毫升	0.03
总部	猪油捞面	黄瓜	50	50	2.8	克	0.28
总部	猪油捞面	大蒜子	15	15	3.52	克	0.11
总部	猪油捞面	香葱	7	7	2.77	克	0.04
总部	猪油捞面	冻肥膘	40	40	6	克	0.48
总部	猪油捞面	越南椒粉	4	4	9.5	克	0.08
总部	猪油捞面	家乐鸡精900g*10	2	2	20.51	克	0.05
总部	猪油捞面	手工面	150	150	3	克	0.9
总部	猪油捞面	龙牌酱油500ML*12	7	7	6	毫升	0.08
总部	猪油捞面	李锦记锦珍生抽500ml	3.5	3.5	4.51	毫升	0.03
总部	热卤牛肚	小米椒	50	50	6.5	克	0.65
总部	热卤牛肚	生姜	15	15	2.84	克	0.09
总部	热卤牛肚	大蒜子	15	15	3.51	克	0.11
总部	热卤牛肚	芹菜	150	150	2.5	克	0.75
总部	热卤牛肚	冻肥膘	50	50	6	克	0.6
总部	热卤牛肚	海天上等蚝油6000g*2	8	8	35	克	0.06
总部	热卤牛肚	家乐鸡精900g*10	5	5	20.5	克	0.11
总部	热卤牛肚	食用盐400g*60	3	3	1.5	克	0.01
总部	热卤牛肚	海天草菇老抽500ml*12	6	6	6.8	毫升	0.08
总部	热卤牛肚	莲花味精2000g*5	5	5	26	克	0.07
总部	热卤牛肚	冻牛肚1*45	250	250	20	克	10
总部	赠送臭豆腐/4片	小米椒	5	5	6.6	克	0.07
总部	赠送臭豆腐/4片	大蒜子	5	5	3.52	克	0.04
总部	赠送臭豆腐/4片	香葱	5	5	2.77	克	0.03
总部	赠送臭豆腐/4片	越南椒粉	5	5	9.5	克	0.1
总部	赠送臭豆腐/4片	臭豆腐	4	4	0.34	片	1.36
总部	赠送臭豆腐/4片	食用盐400g*60	2	2	1.53	克	0.01
总部	赠送臭豆腐/4片	义丰祥麻油350ml*20	2	2	7.54	克	0.04
总部	赠送臭豆腐/4片	莲花味精2000g*5	3	3	26	克	0.04
总部	赠送臭豆腐/4片	大豆油	20	20	141	克	0.14
总部	赠送臭豆腐/4片	李锦记锦珍生抽500ml	5	5	4.51	毫升	0.05
总部	赠送糖油粑/3个	黄瓜	30	30	2.8	克	0.17
总部	赠送糖油粑/3个	红圣女果	20	20	6	克	0.24
总部	赠送糖油粑/3个	金片糖1*14	15	15	5	克	0.15
总部	赠送糖油粑/3个	秋菊粘米粉400g*30	8.89	8.89	3.2	克	0.07
总部	赠送糖油粑/3个	宁波水洗糯米粉850g*20	27	27	8	克	0.25
总部	赠送糖油粑/3个	大豆油	10	10	141	克	0.07
总部	团购鸡汁脆笋钵	生姜	10	10	2.51	克	0.05
总部	团购鸡汁脆笋钵	冻肥膘	75	75	6	克	0.9
总部	团购鸡汁脆笋钵	鲜筒子骨	100	100	11.5	克	2.3
总部	团购鸡汁脆笋钵	白胡椒粒	5	5	56	克	0.56
总部	团购鸡汁脆笋钵	家乐鸡精900g*10	5	5	20.53	克	0.11
总部	团购鸡汁脆笋钵	食用盐400g*60	3	3	1.5	克	0.01
总部	团购鸡汁脆笋钵	莲花味精2000g*5	5	5	26	克	0.07
总部	团购鸡汁脆笋钵	原味黄野山椒节	5	5	20	克	0.2
总部	团购鸡汁脆笋钵	手工脆笋丝	250	250	16.8	克	8.4
总部	剁椒蒸毛芋	毛芋头(光）	300	300	2.99	克	1.79
总部	剁椒蒸毛芋	大红椒	15	15	4	克	0.12
总部	剁椒蒸毛芋	小米椒	10	10	6.5	克	0.13
总部	剁椒蒸毛芋	香葱	6	6	2.8	克	0.03
总部	剁椒蒸毛芋	冻肥膘	50	50	6	克	0.6
总部	剁椒蒸毛芋	食用盐400g*60	1	1	1.5	克	0
总部	剁椒蒸毛芋	唐辣子剁辣椒10kg	4	4	110	克	0.04
总部	剁椒蒸毛芋	家乐蒸鱼豉油2.35KG*6	15	15	25	克	0.16
总部	剁椒蒸毛芋	莲花味精2000g*5	1	1	26	克	0.01
总部	剁椒蒸毛芋	津山口福猛辣剁椒10KG	15	15	130	克	0.2
总部	肉饼蒸水蛋	香葱	10	10	2.8	克	0.06
总部	肉饼蒸水蛋	去皮马蹄	20	20	12	克	0.48
总部	肉饼蒸水蛋	冻肥膘	15	15	6	克	0.18
总部	肉饼蒸水蛋	肉泥	100	100	11.5	克	2.3
总部	肉饼蒸水蛋	鸡蛋1*420	4	4	273	个	2.6
总部	肉饼蒸水蛋	家乐鸡精900g*10	5	5	20.51	克	0.11
总部	肉饼蒸水蛋	食用盐400g*60	3	3	1.5	克	0.01
总部	肉饼蒸水蛋	家乐蒸鱼豉油2.35KG*6	5	5	25	克	0.05
总部	红椒蒸脆骨	小米椒	15	15	6.5	克	0.2
总部	红椒蒸脆骨	大蒜子	10	10	3.51	克	0.07
总部	红椒蒸脆骨	香葱	5	5	2.8	克	0.03
总部	红椒蒸脆骨	美人椒	100	100	4.5	克	0.9
总部	红椒蒸脆骨	冻肥膘	50	50	6	克	0.6
总部	红椒蒸脆骨	家乐鸡精900g*10	2	2	20.51	克	0.05
总部	红椒蒸脆骨	老一品豆豉180g*30	3	3	4	克	0.07
总部	红椒蒸脆骨	食用盐400g*60	4	4	1.5	克	0.02
总部	红椒蒸脆骨	德字香干	50	50	3.5	克	0.35
总部	红椒蒸脆骨	莲花味精2000g*5	2	2	26	克	0.03
总部	红椒蒸脆骨	猪脆骨	250	250	20	克	10
总部	酱汁牛腩锅	生姜	25	25	2.51	克	0.13
总部	酱汁牛腩锅	大蒜子	15	15	2.82	克	0.08
总部	酱汁牛腩锅	香葱	10	10	2.81	克	0.06
总部	酱汁牛腩锅	美人椒	30	30	4.5	克	0.27
总部	酱汁牛腩锅	白胡椒粒	2	2	56	克	0.22
总部	酱汁牛腩锅	海天上等蚝油6000g*2	20	20	35	克	0.14
总部	酱汁牛腩锅	家乐鸡精900g*10	2	2	20.53	克	0.05
总部	酱汁牛腩锅	食用盐400g*60	2	2	1.5	克	0.01
总部	酱汁牛腩锅	甘草	5	5	17	克	0.17
总部	酱汁牛腩锅	冻牛筋	250	250	25	克	12.5
总部	酱汁牛腩锅	海天草菇老抽500ml*12	8	8	6.8	毫升	0.11
总部	酱汁牛腩锅	莲花味精2000g*5	5	5	26	克	0.07
总部	酱汁牛腩锅	原味黄野山椒节	2	2	20	克	0.08
总部	酱汁牛腩锅	大豆油	50	50	141	克	0.35
总部	酱汁牛腩锅	李锦记锦珍生抽500ml	10	10	4.51	毫升	0.09
总部	酱汁牛腩锅	重庆啤酒	6	6	31	毫升	0.03
总部	酱汁牛腩锅	新鲜牛腩	250	250	31	克	15.5
总部	九制洞香肉	青椒	50	50	4.5	克	0.45
总部	九制洞香肉	生姜	5	5	3	克	0.03
总部	九制洞香肉	大蒜子	6	6	3.51	克	0.04
总部	九制洞香肉	香葱	3	3	2.8	克	0.02
总部	九制洞香肉	带皮五花肉	600	600	13	克	15.6
总部	九制洞香肉	越南椒粉	20	20	9.5	克	0.38
总部	九制洞香肉	老一品豆豉180g*30	8	8	4	克	0.18
总部	九制洞香肉	食用盐400g*60	1	1	1.5	克	0
总部	九制洞香肉	海天草菇老抽500ml*12	15	15	6.8	毫升	0.2
总部	九制洞香肉	莲花味精2000g*5	3	3	26	克	0.04
总部	九制洞香肉	大豆油	30	30	141	克	0.21
总部	九制洞香肉	李锦记锦珍生抽500ml	25	25	4.5	毫升	0.23
总部	香芋蒸排骨	香葱	3	3	2.8	克	0.02
总部	香芋蒸排骨	冻肥膘	100	100	6	克	1.2
总部	香芋蒸排骨	仔排	120	120	21	克	5.04
总部	香芋蒸排骨	白糖	5	5	4	克	0.04
总部	香芋蒸排骨	超级生粉	8	8	9.52	克	0.15
总部	香芋蒸排骨	鸡蛋1*420	1	1	273	个	0.65
总部	香芋蒸排骨	食用盐400g*60	2	2	1.5	克	0.01
总部	香芋蒸排骨	莲花味精2000g*5	2	2	26	克	0.03
总部	香芋蒸排骨	大豆油	30	30	141	克	0.21
总部	香芋蒸排骨	香芋粒1*2.5kg	250	250	50	克	5
总部	霸王香辣鸭	生姜	20	20	2.51	克	0.1
总部	霸王香辣鸭	大蒜叶	50	50	2.2	克	0.22
总部	霸王香辣鸭	大蒜子	10	10	2.82	克	0.06
总部	霸王香辣鸭	去籽红干椒节	80	80	11	克	1.76
总部	霸王香辣鸭	孜然粉	5	5	16.5	克	0.17
总部	霸王香辣鸭	干花椒籽	10	10	58	克	1.16
总部	霸王香辣鸭	红辣椒粉	10	10	9.5	克	0.19
总部	霸王香辣鸭	卤药	25	25	26	克	1.3
总部	霸王香辣鸭	义丰祥麻油350ml*20	10	10	7.5	克	0.22
总部	霸王香辣鸭	黎红花椒油400ml*12	5	5	13.5	克	0.17
总部	霸王香辣鸭	莲花味精2000g*5	2	2	26	克	0.03
总部	霸王香辣鸭	红皮花生米	50	50	5	克	0.5
总部	霸王香辣鸭	大豆油	60	60	141	克	0.42
总部	霸王香辣鸭	鸭腿	900	900	5	克	9
总部	湘西蒸腊肉	青椒	50	50	4.5	克	0.45
总部	湘西蒸腊肉	小米椒	20	20	6.5	克	0.26
总部	湘西蒸腊肉	大蒜叶	10	10	2.33	克	0.05
总部	湘西蒸腊肉	冻肥膘	60	60	6	克	0.72
总部	湘西蒸腊肉	湘西腊肉	80	80	28	克	4.48
总部	湘西蒸腊肉	家乐鸡精900g*10	5	5	20.51	克	0.11
总部	湘西蒸腊肉	海天草菇老抽500ml*12	5	5	6.8	毫升	0.07
总部	湘西蒸腊肉	莲花味精2000g*5	5	5	26	克	0.07
总部	湘西蒸腊肉	原味黄野山椒节	5	5	21	克	0.21
总部	湘西蒸腊肉	帅牌原味菜籽油20L	60	60	180	克	0.58
总部	湘西蒸腊肉	李锦记锦珍生抽500ml	6	6	4.5	毫升	0.05
总部	湘西腊牛肉	生姜	2	2	3	克	0.01
总部	湘西腊牛肉	大蒜子	2	2	3.51	克	0.01
总部	湘西腊牛肉	香葱	2	2	2.8	克	0.01
总部	湘西腊牛肉	红辣椒粉	2	2	9.5	克	0.04
总部	湘西腊牛肉	腊牛肉	150	150	67	克	20.1
总部	湘西腊牛肉	家乐鸡精900g*10	2	2	20.51	克	0.05
总部	湘西腊牛肉	老一品豆豉180g*30	2	2	4	克	0.04
总部	湘西腊牛肉	莲花味精2000g*5	1	1	26	克	0.01
总部	湘西腊牛肉	帅牌原味菜籽油20L	20	20	180	克	0.19
总部	酸汤牛蛙钵	白萝卜	200	200	1.05	克	0.42
总部	酸汤牛蛙钵	紫苏	15	15	3.5	克	0.11
总部	酸汤牛蛙钵	生姜	30	30	2.51	克	0.15
总部	酸汤牛蛙钵	大蒜子	40	40	2.82	克	0.23
总部	酸汤牛蛙钵	芹菜	50	50	2.5	克	0.25
总部	酸汤牛蛙钵	冻肥膘	80	80	6	克	0.96
总部	酸汤牛蛙钵	牛蛙	750	750	11.5	克	17.25
总部	酸汤牛蛙钵	白胡椒粒	3	3	56	克	0.34
总部	酸汤牛蛙钵	海天上等蚝油6000g*2	8	8	35	克	0.06
总部	酸汤牛蛙钵	家乐鸡精900g*10	5	5	20.53	克	0.11
总部	酸汤牛蛙钵	食用盐400g*60	3	3	1.5	克	0.01
总部	酸汤牛蛙钵	唐辣子剁辣椒10kg	20	20	110	克	0.22
总部	酸汤牛蛙钵	家乐蒸鱼豉油2.35KG*6	10	10	25	克	0.11
总部	酸汤牛蛙钵	莲花味精2000g*5	5	5	26	克	0.07
总部	酸汤牛蛙钵	泡红椒1*2.5kg	120	120	7	克	1.68
总部	辣椒小炒肉	大蒜子	20	20	2.82	克	0.11
总部	辣椒小炒肉	螺丝椒	250	250	3	克	1.5
总部	辣椒小炒肉	冻肥膘	50	50	6	克	0.6
总部	辣椒小炒肉	花猪肉	150	150	12.8	克	3.84
总部	辣椒小炒肉	后腿瘦肉	120	120	13.5	克	3.24
总部	辣椒小炒肉	老一品豆豉180g*30	15	15	4	克	0.34
总部	辣椒小炒肉	食用盐400g*60	3	3	1.5	克	0.01
总部	辣椒小炒肉	海天草菇老抽500ml*12	5	5	6.8	毫升	0.07
总部	辣椒小炒肉	莲花味精2000g*5	3	3	26	克	0.04
总部	辣椒小炒肉	大豆油	20	20	141	克	0.14
总部	辣椒小炒肉	李锦记蚝油6000ml	6	6	35	毫升	0.04
总部	桃江炖萝卜	白萝卜	850	850	1	克	1.7
总部	桃江炖萝卜	冻肥膘	50	50	6	克	0.6
总部	桃江炖萝卜	冻鸡油	50	50	6	克	0.6
总部	桃江炖萝卜	白糖	2	2	4	克	0.02
总部	桃江炖萝卜	枸杞	0.5	0.5	39	克	0.04
总部	桃江炖萝卜	家乐鸡精900g*10	5	5	20.51	克	0.11
总部	桃江炖萝卜	家乐鸡汁1000g*6	8	8	52.5	克	0.42
总部	桃江炖萝卜	食用盐400g*60	2	2	1.5	克	0.01
总部	桃江炖萝卜	莲花味精2000g*5	2	2	26	克	0.03
总部	浏阳黑山羊炖粉皮	生姜	50	50	2.51	克	0.25
总部	浏阳黑山羊炖粉皮	大蒜叶	10	10	2.2	克	0.04
总部	浏阳黑山羊炖粉皮	红薯粉	80	80	16	克	2.56
总部	浏阳黑山羊炖粉皮	冻肥膘	75	75	6	克	0.9
总部	浏阳黑山羊炖粉皮	枸杞	2	2	38.5	克	0.15
总部	浏阳黑山羊炖粉皮	白胡椒粒	8	8	56	克	0.9
总部	浏阳黑山羊炖粉皮	当归	3	3	46	克	0.28
总部	浏阳黑山羊炖粉皮	家乐鸡精900g*10	5	5	20.53	克	0.11
总部	浏阳黑山羊炖粉皮	食用盐400g*60	4	4	1.5	克	0.02
总部	浏阳黑山羊炖粉皮	莲花味精2000g*5	5	5	26	克	0.07
总部	浏阳黑山羊炖粉皮	原味黄野山椒节	50	50	20	克	2
总部	浏阳黑山羊炖粉皮	帅牌原味菜籽油20L	50	50	180	克	0.49
总部	浏阳黑山羊炖粉皮	羊肉	550	550	27	克	29.7
总部	浏阳黑山羊炖粉皮	重庆啤酒	20	20	31	毫升	0.1
总部	有机花菜钵	小米椒	6	6	6.5	克	0.08
总部	有机花菜钵	大蒜子	5	5	2.82	克	0.03
总部	有机花菜钵	有机花菜	500	500	3.5	克	3.5
总部	有机花菜钵	海天红烧酱油500ml*12	4	4	6.8	毫升	0.05
总部	有机花菜钵	食用盐400g*60	2	2	1.5	克	0.01
总部	有机花菜钵	家乐蒸鱼豉油2.35KG*6	6	6	25	克	0.06
总部	有机花菜钵	莲花味精2000g*5	2	2	26	克	0.03
总部	有机花菜钵	大豆油	50	50	141	克	0.35
总部	有机花菜钵	李锦记蚝油6000ml	4	4	35	毫升	0.03
总部	农家薯粉钵	大蒜叶	30	30	2.2	克	0.13
总部	农家薯粉钵	红薯粉	200	200	16	克	6.4
总部	农家薯粉钵	冻肥膘	50	50	6	克	0.6
总部	农家薯粉钵	肉泥	50	50	11.5	克	1.15
总部	农家薯粉钵	白胡椒粒	5	5	56	克	0.56
总部	农家薯粉钵	家乐鸡精900g*10	5	5	20.53	克	0.11
总部	农家薯粉钵	食用盐400g*60	3	3	1.5	克	0.01
总部	农家薯粉钵	海天草菇老抽500ml*12	6	6	6.8	毫升	0.08
总部	农家薯粉钵	家乐蒸鱼豉油2.35KG*6	15	15	25	克	0.16
总部	农家薯粉钵	莲花味精2000g*5	5	5	26	克	0.07
总部	团购热拌香肚丝	香菜	50	50	3	克	0.3
总部	团购热拌香肚丝	小米椒	20	20	6.5	克	0.26
总部	团购热拌香肚丝	生姜	10	10	2.84	克	0.06
总部	团购热拌香肚丝	大蒜子	25	25	3.51	克	0.18
总部	团购热拌香肚丝	冻肥膘	50	50	6	克	0.6
总部	团购热拌香肚丝	红辣椒粉	8	8	9.5	克	0.15
总部	团购热拌香肚丝	海天上等蚝油6000g*2	5	5	35	克	0.04
总部	团购热拌香肚丝	卤药	25	25	26	克	1.3
总部	团购热拌香肚丝	食用盐400g*60	1	1	1.5	克	0
总部	团购热拌香肚丝	义丰祥麻油350ml*20	8	8	7.5	克	0.17
总部	团购热拌香肚丝	冻猪肚	375	375	19	克	14.25
总部	团购热拌香肚丝	海天草菇老抽500ml*12	5	5	6.8	毫升	0.07
总部	团购热拌香肚丝	莲花味精2000g*5	2	2	26	克	0.03
总部	大蒜辣椒炒腊牛肉	小米椒	50	50	6.5	克	0.65
总部	大蒜辣椒炒腊牛肉	生姜	25	25	2.51	克	0.13
总部	大蒜辣椒炒腊牛肉	大蒜叶	120	120	2.2	克	0.53
总部	大蒜辣椒炒腊牛肉	大蒜子	50	50	2.82	克	0.28
总部	大蒜辣椒炒腊牛肉	黄野山椒粉	15	15	19	克	0.57
总部	大蒜辣椒炒腊牛肉	腊牛肉	150	150	67	克	20.1
总部	大蒜辣椒炒腊牛肉	海天上等蚝油6000g*2	5	5	35	克	0.04
总部	大蒜辣椒炒腊牛肉	家乐鸡精900g*10	5	5	20.53	克	0.11
总部	大蒜辣椒炒腊牛肉	食用盐400g*60	2	2	1.5	克	0.01
总部	大蒜辣椒炒腊牛肉	海天草菇老抽500ml*12	8	8	6.8	毫升	0.11
总部	大蒜辣椒炒腊牛肉	莲花味精2000g*5	5	5	26	克	0.07
总部	大蒜辣椒炒腊牛肉	大豆油	80	80	141	克	0.56
总部	攸县炒香干	小米椒	20	20	6.5	克	0.26
